,Document,Dominant Topic,Contribution %,Topic Desc
1487,"['context', 'common', 'practice', 'compare', 'model', 'human', 'language', 'process', 'prediction', 'participant', 'reaction', 'read', 'time', 'corpora', 'consist', 'rich', 'naturalist', 'linguistic', 'material', 'however', 'many', 'corpora', 'use', 'study', 'base', 'naturalist', 'text', 'thus', 'contain', 'many', 'lowfrequency', 'syntactic', 'construction', 'often', 'require', 'distinguish', 'process', 'theory', 'corpus', 'include', 'selfpace', 'read', 'time', 'datum', 'ten', 'naturalist', 'story', 'content', 'corpus', 'naturalist', 'story', 'mean', 'contain', 'varied', 'lowfrequency', 'syntactic', 'construction', 'variety', 'innovation', 'psycholinguistic', 'measure', 'available', 'story', 'story', 'various', 'innovation', 'coordinate', 'around', 'file', 'wordstsv', 'specify', 'unique', 'code', 'token', 'story', 'variety', 'different', 'tokenization', 'scheme', 'example', 'follow', 'line', 'wordstsv', 'cover', 'phrase', 'longbearde', 'mill', 'owner', 'whole', 'word', 'whole', 'long', 'bearded', 'word', 'long', 'bearded', 'long', 'bearded', 'whole', 'mill', 'word', 'mill', 'mill', 'whole', 'owner', 'word', 'owner', 'owner', 'first', 'column', 'token', 'code', 'second', 'token', 'example', 'whole', 'represent', 'token', 'ownersand', 'word', 'represent', 'token', 'owner', 'token', 'code', 'consist', 'three', 'field', 'story', 'token', 'find', 'number', 'token', 'story', 'additional', 'field', 'whose', 'value', 'whole', 'entire', 'token', 'include', 'punctuation', 'word', 'token', 'strip', 'punctuation', 'leave', 'right', 'n', 'subtoken', 'whole', 'segment', 'note', 'trebankwordtokenizer', 'various', 'innovation', 'frequency', 'pass', 'etc', 'reference', 'code', 'track', 'token', 'uniformly', 'dataset', 'contain', 'read', 'time', 'datum', 'collect', 'naturalist', 'story', 'participant', 'typically', 'read', 'story', 'datum', 'contain', 'batch_procsv', 'batch_procsv', 'al_storiestok', 'contain', 'story', 'one', 'word', 'per', 'row', 'item', 'story', 'number', 'zone', 'region', 'word', 'fall', 'within', 'story', 'note', 'wordform', 'al_storiestok', 'differ', 'wordstsv', 'reflect', 'type', 'sir', 'experiment', 'run', 'acknowledgment', 'use', 'dataset', 'work', 'please', 'cite', 'follow', 'paper', 'future', 'r', 'gibson', 'e', 'till', 'h', 'blank', 'I', 'vishnevetsky', 'piantadosi', 'fedchenko', 'e', 'natural', 'story', 'corpus', 'axis', 'prepare', 'axis', 'complete', 'version', 'dataset', 'additional', 'support', 'file', 'find', 'github', 'depositor', 'maintain', 'richard', 'future', 'massachusett', 'institute', 'technology', 'titus', 'von', 'der', 'malsburg', 'university', 'potsdam', 'cry', 'spain', 'ohio', 'state', 'university', 'inspiration', 'word', 'participant', 'tend', 'read', 'slowly', 'quickly', 'certain', 'part', 'speech', 'read', 'quickly', 'slowly', 'much', 'variation', 'read', 'speed', 'individual', 'relationship', 'word', 'length', 'read', 'speed']",2,72.78,"university, I, contain, use, state, include, acknowledgment"
1488,"['context', 'dataset', 'trash', 'austin', 'make', 'take', 'go', 'content', 'datum', 'range', 'include', 'drop', 'site', 'load', 'time', 'load', 'type', 'load', 'weight', 'load', 'date', 'route', 'number', 'route', 'type', 'recall', 'street', 'clean', 'garage', 'etc', 'acknowledgment', 'dataset', 'create', 'austin', 'city', 'government', 'post', 'goose', 'cloud', 'platform', 'use', 'kersey', 'analyze', 'share', 'discuss', 'datum', 'eagle', 'look', 'realize', 'update', 'big', 'datum', 'check', 'datum', 'bigquery', 'inspiration', 'much', 'trash', 'austin', 'generation', 'trashy', 'route', 'recycle', 'good', 'seasonal', 'change', 'try', 'predict', 'trash', 'route', 'usage', 'historical', 'trash', 'datum']",3,99.1,"use, I, contain, number, file, time, information"
1489,"['context', 'develop', 'platform', 'able', 'study', 'driver', 'behavior', 'control', 'environment', 'perform', 'various', 'experiment', 'economically', 'great', 'flexibility', 'vehicularlab', 'university', 'luxemburg', 'content', 'information', 'become', 'available', 'publication', 'correspond', 'article', 'currently', 'submit', 'acknowledgment', 'acknowledge', 'inspiration', 'dataset', 'use', 'discover', 'difference', 'individual', 'drive', 'behavior']",2,66.13,"university, I, contain, use, state, include, acknowledgment"
1490,"['context', 'although', 'lot', 'study', 'undertake', 'past', 'factor', 'affect', 'life', 'expectancy', 'consider', 'geographic', 'variable', 'income', 'composition', 'mortality', 'rate', 'find', 'affect', 'immunization', 'human', 'development', 'index', 'take', 'account', 'past', 'also', 'past', 'research', 'consider', 'multiple', 'linear', 'repression', 'base', 'datum', 'set', 'one', 'year', 'country', 'hence', 'give', 'motivation', 'resolve', 'factor', 'state', 'previously', 'formulate', 'repression', 'model', 'base', 'mixed', 'effect', 'model', 'multiple', 'linear', 'repression', 'consider', 'datum', 'period', 'country', 'important', 'immunization', 'like', 'keratitis', 'b', 'folio', 'diphtheria', 'also', 'consider', 'nutshell', 'study', 'focus', 'immunization', 'factor', 'mortality', 'factor', 'economic', 'factor', 'social', 'factor', 'health', 'relate', 'factor', 'well', 'since', 'observation', 'dataset', 'base', 'different', 'country', 'easy', 'country', 'determine', 'prediction', 'factor', 'contribute', 'low', 'value', 'life', 'expectancy', 'help', 'suggest', 'country', 'area', 'give', 'importance', 'order', 'efficiently', 'improve', 'life', 'expectancy', 'population', 'content', 'project', 'relief', 'accuracy', 'datum', 'global', 'health', 'conservatory', 'datum', 'depositor', 'world', 'health', 'organization', 'keep', 'track', 'health', 'status', 'well', 'many', 'relate', 'factor', 'country', 'dataset', 'make', 'available', 'public', 'purpose', 'health', 'datum', 'analysis', 'dataset', 'relate', 'life', 'expectancy', 'health', 'factor', 'country', 'collect', 'datum', 'depositor', 'webster', 'correspond', 'economic', 'datum', 'collect', 'united', 'nation', 'webster', 'among', 'category', 'healthrelate', 'factor', 'critical', 'factor', 'choose', 'representative', 'observe', 'past', 'year', 'huge', 'development', 'health', 'sector', 'result', 'improvement', 'human', 'mortality', 'rate', 'especially', 'develop', 'nation', 'comparison', 'past', 'year', 'therefore', 'project', 'consider', 'datum', 'year', 'country', 'far', 'analysis', 'individual', 'datum', 'file', 'merge', 'together', 'single', 'dataset', 'initial', 'visual', 'inspection', 'datum', 'show', 'miss', 'value', 'dataset', 'find', 'evident', 'error', 'miss', 'datum', 'handle', 'r', 'software', 'use', 'dismay', 'command', 'result', 'indicate', 'miss', 'datum', 'population', 'keratitis', 'b', 'gdp', 'miss', 'datum', 'less', 'know', 'country', 'like', 'vanuatu', 'tong', 'cab', 'verse', 'etc', 'find', 'datum', 'country', 'difficult', 'hence', 'decide', 'exclude', 'country', 'final', 'model', 'dataset', 'final', 'merge', 'filefinal', 'dataset', 'consist', 'column', 'row', 'mean', 'prediction', 'variable', 'prediction', 'variable', 'divide', 'several', 'broad', 'categoriesimunization', 'relate', 'factor', 'mortality', 'factor', 'economical', 'factor', 'social', 'factor', 'acknowledgment', 'datum', 'collect', 'united', 'nation', 'webster', 'help', 'deksha', 'russell', 'juan', 'want', 'inspiration', 'dataset', 'aim', 'answer', 'follow', 'key', 'question', 'various', 'prediction', 'factor', 'choose', 'initially', 'really', 'affect', 'life', 'expectancy', 'prediction', 'variable', 'actually', 'affect', 'life', 'expectancy', 'country', 'low', 'life', 'expectancy', 'value', 'increase', 'healthcare', 'expenditure', 'order', 'improve', 'average', 'lifespan', 'infant', 'adult', 'mortality', 'rate', 'affect', 'life', 'expectancy', 'life', 'expectancy', 'positive', 'negative', 'correlation', 'eat', 'habit', 'lifestyle', 'exercise', 'smoke', 'drink', 'alcohol', 'etc', 'impact', 'choose', 'lifespan', 'human', 'life', 'expectancy', 'positive', 'negative', 'relationship', 'drink', 'alcohol', 'densely', 'populated', 'country', 'tend', 'low', 'life', 'expectancy', 'impact', 'immunization', 'coverage', 'life', 'expectancy']",3,50.11,"use, I, contain, number, file, time, information"
1491,"['dataset', 'contain', 'gray', 'dinner', 'category', 'award', 'title', 'I', 'see', 'datum', 'sale', 'yesterday', 'xxx', 'I', 'decide', 'scrape', 'host', 'eagle', 'free', 'store', 'son', 'follow', 'key', 'name', 'name', 'individual', 'receive', 'award', 'awardtype', 'indicate', 'award', 'artist', 'album', 'awardtype', 'work', 'something', 'publish', 'awardtype', 'individual', 'give', 'artist', 'specifically', 'artist', 'year', 'category', 'describe', 'award', 'category', 'artist', 'year', 'album', 'year', 'etc', 'anualgramy', 'gray', 'last', 'night', 'gray', 'first', 'etc', 'awardfor', 'whatever', 'recognize', 'award', 'artist', 'song', 'album', 'etc', 'alesha', 'care', 'transcendental', 'script', 'use', 'scrape', 'information']",3,60.99,"use, I, contain, number, file, time, information"
1492,"['context', 'dataset', 'consist', 'datum', 'collect', 'heavy', 'scandal', 'trunk', 'everyday', 'usage', 'system', 'focus', 'air', 'pressure', 'system', 'generate', 'pressurize', 'air', 'utilize', 'various', 'function', 'truck', 'break', 'gear', 'change', 'dataset', 'positive', 'class', 'consist', 'component', 'failure', 'specific', 'component', 'system', 'negative', 'class', 'consist', 'trunk', 'failure', 'component', 'relate', 'datum', 'consist', 'sunset', 'available', 'datum', 'select', 'expert', 'content', 'training', 'set', 'contain', 'example', 'total', 'belong', 'negative', 'class', 'positive', 'class', 'test', 'set', 'contain', 'example', 'attribute', 'per', 'record', 'attribute', 'name', 'datum', 'anonymize', 'proprietary', 'reason', 'consist', 'single', 'numerical', 'counter', 'histogram', 'consist', 'bind', 'different', 'condition', 'typically', 'histogram', 'openende', 'condition', 'end', 'example', 'measure', 'absent', 'temperature', 'histogram', 'could', 'define', 'bind', 'attribute', 'follow', 'class', 'anonymize', 'operational', 'datum', 'operational', 'datum', 'identify', 'bin', 'like', 'identifier_bin', 'total', 'attribute', 'histogram', 'variable', 'miss', 'value', 'denote', 'na', 'acknowledgment', 'file', 'part', 'failure', 'operational', 'datum', 'scandal', 'trunk', 'import', 'ici', 'depositor', 'inspiration', 'total', 'cost', 'prediction', 'model', 'sum', 'cost', 'multiply', 'number', 'instance', 'type', 'failure', 'cost', 'number', 'instance', 'type', 'failure', 'result', 'total_cost', 'case', 'cost', 'refer', 'cost', 'unnecessary', 'check', 'need', 'mechanic', 'workshop', 'cost', 'refer', 'cost', 'miss', 'faulty', 'truck', 'may', 'cause', 'breakdown', 'cost', 'cost', 'total_cost', 'cost_no_instance', 'cost_no_instance', 'create', 'model', 'accurately', 'predict', 'minimize', 'cost', 'failure']",3,83.38,"use, I, contain, number, file, time, information"
1493,"['context', 'conical', 'metadata', 'package', 'intimite', 'nametimit', 'corpus', 'sample', 'sampletrue', 'licensethis', 'corpus', 'sample', 'copyright', 'linguistic', 'datum', 'consortium', 'distribute', 'term', 'creative', 'common', 'attribute', 'noncommercial', 'sharealike', 'license', 'htpcreativecomonsorg', 'webpagehtpwldcupeneducatalogcatalogentryjspcatalogidldc']",1,96.02,"inspiration, acknowledgment, use, set, file, include, research"
1494,"['context', 'datasciencebowl', 'cover', 'whole', 'process', 'diagnose', 'lung', 'cancer', 'I', 'make', 'individual', 'step', 'clear', 'segmenting', 'lung', 'identify', 'suspicious', 'node', 'important', 'classify', 'malignant', 'benign', 'content', 'dataset', 'consist', 'several', 'thousand', 'example', 'format', 'multiple', 'stiff', 'use', 'tool', 'like', 'image', 'knife', 'patron', 'r', 'acknowledgment', 'datum', 'preprocese', 'extract', 'partially', 'lung', 'competition', 'htpslunagrandchalengeorgdescription', 'use', 'policy', 'datum', 'inspiration', 'dataset', 'practice', 'medical', 'image', 'cos', 'would', 'interesting', 'see', 'good', 'mentally', 'create', 'feature', 'soft', 'perform', 'various', 'deep', 'learn', 'approach', 'would', 'also', 'quite', 'interesting', 'try', 'visualize', 'exactly', 'part', 'image', 'make', 'algorithm', 'guess', 'malignant', 'benign']",3,99.15,"use, I, contain, number, file, time, information"
1495,"['context', 'february', 'president', 'sign', 'public', 'law', 'far', 'modernization', 'reform', 'act', 'section', 'amend', 'title', 'united', 'state', 'code', 'chapter', 'add', 'make', 'federal', 'crime', 'aim', 'laser', 'pointer', 'aircraft', 'result', 'law', 'far', 'comply', 'report', 'laser', 'incident', 'content', 'datafile', 'year', 'column', 'leader', 'change', 'little', 'year', 'year', 'keep', 'mind', 'load', 'datum', 'date', 'date', 'report', 'time', 'etc', 'time', 'laser', 'incident', 'acid', 'aircraft', 'acid', 'aircraft', 'etc', 'ac', 'number', 'aircraft', 'type', 'ac', 'type', 'aircraft', 'attitude', 'major', 'city', 'near', 'major', 'city', 'abbreviation', 'color', 'color', 'laser', 'injury', 'report', 'injury', 'city', 'near', 'city', 'state', 'state', 'acknowledgment', 'original', 'file', 'convert', 'separate', 'file', 'year', 'original', 'dataset', 'find', 'htpswfagovaboutinitiativeslaserslaw']",2,66.54,"university, I, contain, use, state, include, acknowledgment"
1496,"['summer', 'split', 'regular', 'season', 'come', 'close', 'look', 'back', 'player', 'tear', 'perform', 'well', 'term', 'fantasy', 'point', 'next', 'column', 'name', 'parenthesis', 'many', 'point', 'award', 'example', 'team', 'state', 'dragon', 'kill', 'give', 'point', 'per', 'dragon', 'kill', 'baron', 'kill', 'give', 'point', 'player', 'state', 'ka', 'mean', 'point', 'kilasist', 'great', 'match', 'player', 'state', 'ask', 'mean', 'point', 'per', 'triple', 'kill', 'point', 'per', 'quarry', 'point', 'per', 'penza', 'point', 'breakdown', 'accord', 'fantasy', 'le', 'webster', 'le', 'player', 'score', 'accordingly', 'point', 'per', 'kill', 'point', 'per', 'death', 'point', 'per', 'assist', 'point', 'per', 'creep', 'kill', 'point', 'triple', 'kill', 'point', 'quarry', 'kill', 'also', 'count', 'triple', 'kill', 'point', 'penza', 'kill', 'also', 'count', 'quarry', 'kill', 'point', 'player', 'attain', 'assist', 'kill', 'game', 'bonus', 'apply', 'le', 'tear', 'score', 'accordingly', 'point', 'per', 'win', 'point', 'per', 'baron', 'naso', 'kill', 'point', 'per', 'dragon', 'kill', 'point', 'per', 'first', 'blood', 'earn', 'point', 'per', 'tower', 'destroy', 'point', 'team', 'win', 'less', 'minute', 'source', 'htpfantasynalolesportscomenustat']",3,99.55,"use, I, contain, number, file, time, information"
1497,"['context', 'fantasy', 'premier', 'league', 'become', 'popular', 'every', 'year', 'people', 'pick', 'fantasy', 'tear', 'realize', 'player', 'every', 'week', 'receive', 'point', 'base', 'pick', 'realize', 'performance', 'within', 'dataset', 'historical', 'datum', 'player', 'performance', 'previous', 'season', 'well', 'future', 'match', 'fixture', 'content', 'three', 'main', 'component', 'currently', 'dataset', 'individual', 'player', 'current', 'performance', 'state', 'individual', 'player', 'past', 'performance', 'state', 'much', 'historical', 'datum', 'depend', 'player', 'list', 'future', 'match', 'fixture', 'datum', 'take', 'official', 'fantasy', 'premier', 'league', 'webster', 'lot', 'datum', 'cobbler', 'together', 'output', 'publicly', 'accessible', 'son', 'endpoint', 'therefore', 'lot', 'application', 'fixture', 'datum', 'initially', 'perspective', 'individual', 'player', 'also', 'since', 'lot', 'datum', 'use', 'drive', 'I', 'web', 'application', 'lot', 'redundancy', 'could', 'clean', 'inspiration', 'lot', 'friend', 'passively', 'aspect', 'premier', 'league', 'fantasy', 'otherwise', 'main', 'motivation', 'put', 'dataset', 'together', 'see', 'possible', 'gain', 'competitive', 'advantage', 'domain', 'knowledgeable', 'friend', 'little', 'domain', 'knowledge', 'obvious', 'question', 'could', 'answer', 'datum', 'correspond', 'prediction', 'future', 'performance', 'player', 'base', 'historical', 'merit']",3,99.55,"use, I, contain, number, file, time, information"
1498,"['context', 'digit', 'frequency', 'value', 'welknown', 'mathematical', 'series', 'curiosity', 'within', 'field', 'number', 'theory', 'however', 'quite', 'costly', 'compute', 'may', 'cause', 'stick', 'overflow', 'outofmemory', 'issue', 'I', 'publish', 'bacterial', 'digit', 'frequency', 'dataset', 'convenience', 'fellow', 'datum', 'enthusiast', 'interested', 'field', 'number', 'theory', 'content', 'dataset', 'contain', 'denial', 'digit', 'frequency', 'number', 'total', 'row', 'column', 'one', 'digit', 'note', 'file', 'contain', 'header', 'acknowledgment', 'dataset', 'generate', 'use', 'closure', 'language', 'trample', 'function', 'avoid', 'annoying', 'stick', 'overflow', 'issue', 'deep', 'repulsion', 'I', 'would', 'like', 'thank', 'rich', 'hockey', 'colleague', 'create', 'closure', 'language', 'application', 'script', 'generate', 'number', 'find', 'htpsgithubcomianchutefactorialnumberfrequenciesblobmastergenerateclj', 'may', 'need', 'convert', 'result', 'son', 'file']",3,99.19,"use, I, contain, number, file, time, information"
1499,"['datum', 'set', 'contain', 'match', 'information', 'last', 'year', 'la', 'liza', 'extract', 'much', 'insight', 'possible', 'datum', 'set', 'give', 'statistic', 'high', 'standard', 'football', 'league']",3,97.44,"use, I, contain, number, file, time, information"
1500,"['dataset', 'single', 'large', 'shapefile', 'building', 'southeast', 'england', 'use', 'make', 'gorgeous', 'map', 'join', 'dataset', 'really', 'nice', 'visualization', 'acknowledgment', 'dataset', 'kindly', 'make', 'available', 'alasdair', 'underlie', 'raw', 'datum', 'british', 'ordnance', 'survey', 'find', 'original', 'shapefile', 'plus', 'shapefile', 'rest']",2,58.6,"university, I, contain, use, state, include, acknowledgment"
