Label,SMSText,Cleaned_SMSText
ham,"A few people are at the game, I'm at the mall with iouri and kaila",people game I mall nail
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent try contact u today draw show win prize guarantee call land line claim valid
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,donate unite asia tsunami disaster support fund testing donate add next bill
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,future not plan tomorrow result today well present enjoy future
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,I I I want go morrow I I I get dear say time
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,suppose meet discuss trip think xuhui tell afternoon think go lesson
ham,Hey come online! Use msn... We are all there,hey come online use man
ham,I'm fine. Hope you are good. Do take care.,I fine hope good take care
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,op I shower u call hey parking garage collapse university hospital see I not crazy stuff like happen
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,u poor thing u dun wan eat u bathe already
ham,Yar... I tot u knew dis would happen long ago already.,war I u know di would happen long ago already
ham,You are gorgeous! keep those pix cumming :) thank you!,gorgeous keep six come thank
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",boy late home father power friendship
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,make paul u txt I u remember I arm I want talk u txt I
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spend new year brother family let plan meet next week ready spoil
ham,So what u doing today?,u today
ham,I said its okay. Sorry,I say okay sorry
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,sleep I thinkthis time leave pm not dangerous
ham,Networking job is there.,network job
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvike invite friend reply yes no see wsmsacugoldvike stop send stop find
ham,Dont let studying stress you out. L8r.,let study stress
ham,That's y u haf 2 keep me busy...,u keep I busy
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,no rush I not work I school rush go hungry
ham,Which channel:-):-):):-).,channel
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,tell I I could real valentine I not u never pick I nothing
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,pony award today vodka number end xxx select receive award match please call quote claim code standard rate
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",make tea trenton plan hope still okay good see xx
ham,I'm hungry buy smth home...,I hungry buy smith home
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope ok give u wedlunch go outsomewhere drink towncud go water bit fromwrk love peter
ham,My drive can only be read. I need to write,drive read I need write
ham,"Just looked it up and addie goes back Monday, sucks to be her",look die go back monday suck
ham,Happy new year. Hope you are having a good semester,happy new year hope good smelter
ham,Esplanade lor. Where else...,esplanade else
ham,Can you talk with me..,talk I
ham,"Hmph. Go head, big baller.",high go head big baker
ham,Well its not like you actually called someone a punto. That woulda been worse.,well not like actually call someone unto would bad
ham,"Nope. Since ayo travelled, he has forgotten his guy",hope since ago travel forget guy
ham,You still around? Looking to pick up later,still around look pick later
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cos u congratulation award gift voucher gift guarantee entry wily draw music wldewcomwinpmxage
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,someone year leave tooth carry like mr olayiwolas mileage leave kit clean I need know much sell I raise dough soon land sell holly back
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub happy pig clever whatever say
ham,ILL B DOWN SOON,ill b soon
ham,Oh k. . I will come tomorrow,oh k I come tomorrow
ham,Go fool dont cheat others ok,go fool cheat ok
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile number sum mail convey regard achanamarakheshqatar
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",way rencontre meet mountain
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,win guarantee cash prize claim prize call customer service representative amp cost p
ham,U attend ur driving lesson how many times a wk n which day?,u attend drive lesson many time n day
ham,"Uncle G, just checking up on you. Do have a rewarding month",uncle g check reward month
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boston gee I miss today I like send tm remind I think love love kiss
ham,I think the other two still need to get cash but we can def be ready by 9,I think two still need get cash def ready
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,hey also wan na meet dinner note
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xxx use invite chat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowjhl len yes
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talk think I good boy miss I love I
ham,Great! How is the office today?,great office today
ham,"It's cool, we can last a little while. Getting more any time soon?",cool last little get time soon
ham,:-( sad puppy noise,sad puppy noise
ham,Yes its possible but dint try. Pls dont tell to any one k,yes possible dint try pus tell one k
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holly I whenever around I need excuse go creep people saratoga
ham,Where you. What happen,happen
ham,I was gonna ask you lol but i think its at 7,I na ask I think
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,cashbalance currently pound minimize tushin send go peg c hgsuiteland rowjhl
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private account statement show redeem point call identify code expire
ham,Go chase after her and run her over while she's crossing the street,go chase run cross street
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),I would like tell deep darkness fantasy call I pain stop text call rate
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leave pongaldo get news work place
ham,Hey... Very inconvenient for your sis a not huh?,hey inconvenient not hut
ham,Ok i vl..do u know i got adsense approved..,ok I u know I get sense approve
ham,"* Was really good to see you the other day dudette, been missing you!",really good see day dundee miss
ham,I want to go to perumbavoor,I want go perumbavor
ham,How many times i told in the stage all use to laugh. You not listen aha.,many time I tell stage use laugh not listen ah
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,not believe true incredible txt reply g learn truly amazing thing blow mind txt
ham,(You didn't hear it from me),not hear I
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thank I talk saturday dear I I cherish brother role model
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pus clarify back open return ticket I prepare I go back herald
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie f invite friend reply yes no see wsmsacunataliek stop send stop find
ham,She ran off with a younger man. we will make pretty babies together :),run young man make pretty baby together
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,master get free wallpaper text heart apply need help call
ham,O ic lol. Should play 9 doors sometime yo,play door sometime
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dung dad say come home bring lunch I go w u I call u I reach school
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",send customer service cum account executive mail I detail contact
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desire u go doctor liver get bit stylish get hair manage
ham,Hmmm.still we dont have opener?,hastily open
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basically time next week get away mon amp get
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",madison rightly say fool ask question wise man answer know speechless viva gmgngegnt
ham,I will vote for wherever my heart guides me,I vote wherever heart guide I
ham,With my sis lor... We juz watched italian job.,jug watch italian job
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick I could die loneliness know port stump foot I need
ham,Lmao you know me so well...,may know I well
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mind double txt price linerental late orange bluetoth mobile call mobileupd late offer caloptoutlf
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train back southampton I afraid not I stay say today ho ho around wednesday though fancy comedy club week way
ham,Goodnight da thangam I really miss u dear.,midnight da thangam I really miss u dear
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun basic course boris go plate next sit tell I time r free
ham,"Geeeee ... Your internet is really bad today, eh ?",gee internet really bad today eh
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental cross mind txt call mobileupd caloptout
ham,I think i am disturbing her da,I think I disturb da
ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry I call later I meeting sir
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,stuck orchard day car go dinner u let r free tonight
ham,Ok i also wan 2 watch e 9 pm show...,ok I also wan watch e pm show
ham,I dunno lei... Like dun haf...,I dung let like dun
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfer leave leave pa
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,I call later afternoon onwards man service get problem south lumbar I hear listen I
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,break acomodationvoucher term condition apply claim mustprovide claim number
ham,Talk to g and x about that,talk g x
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),dear friend new amp present number rajitha run run
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,p life moon child need song mob tell ms txt tone charity nokias poly charity pole red profit charity
ham,As in different styles?,different style
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win shop spree every week start play text store skilgme tss wink age perweksub
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,god ni dearly welfare care dreamsmuah
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,I want send leave message today sorry I hurt
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",nd attempt contract u win week top prize either cash prize call
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",well I glad not find totally disagreeable
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy no flash I go call I call I madam take care oh
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nikita I colour phone deliveredtomorow free minute mobile free text free camcorder reply call
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark work tomorrow get work house meet u afterwards
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",keep problem heart boy nobody fight u u amp u fight self amp win battle vivekanand g sd ham yeah give I call get minute ham hi babe uawakefelikw shitjustfound via alter thatmum gotmarie thnovbehind ourback fuckiniceselfishdeviousbitchanywayil call u
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing rearrange letter give mean dormitory dirty room astronomy moon stare eye see election result lie let remount motherinlaw woman hither eleven plus two twelve plus one amazing
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,discuss later war pick u
ham,Hey happy birthday...,hey happy birthday
ham,Sorry i missed your call. Can you please call back.,sorry I miss call please call back
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,org not one thing another cat worm bad day end
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning suffer fever dysentery not able come office today
ham,I wont do anything de.,I anything de
ham,What type of stuff do you sing?,type stuff sing
ham,"St andre, virgil's cream",st andre virgil cream
ham,No no. I will check all rooms befor activities,no no I check room activity
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fro ah one lorrain drive den go show tt
ham,Gokila is talking with you aha:),voila talk ah
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanilrakhesh herethanksi exchange uncut diamond stufleave back excellent service dine pre
ham,K.k.this month kotees birthday know?,month note birthday know
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,I really really break oh no amount small even leave
ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mate phone I write love kate
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themobhit link get premium pink another game new no sugababe crazy vera animation bad body walpaperal free
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confused thing I think friend maybe I wrong thing I already sort invite may not come cos money
ham,"Aight, call me once you're close",right call I close
ham,Nope thats fine. I might have a nap tho! ,hope fine I might nap
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,mug mobile content order resent previous attempt fail due network error query customersqueriesnetvisionukcom
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news pass I get weed week andrew no money haughaighgtujhyguj
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",boy love gal propose mind go fund throw boy decide approach gal time truck speed towards gal hit girl boy run like hell n save ask u run fast boy reply boost secret energy n instantly girl shout energy n thy live happily drink boost everyday moral story I free msgsd god ni
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,I go buy bow car urgentlyit urgentbut shortage leave lacsthere no source rang di leave lacsthat probe
ham,Ding me on ya break fassyole! Blacko from londn,king I break fasyole black london
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,I really need kiss u I miss u baby baby eva
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity not start say big thing actually start understand small thing nice evening bslvyl
ham,Oh you got many responsibilities.,oh get many responsibility
spam,You have 1 new message. Please call 08715205273,new message please call
ham,I've reached sch already...,I reach already
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december mobile entitle update late colour camera mobile free call mobile update co free
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need module e humanity di see u wan take nodule st
ham,Argh why the fuck is nobody in town ;_;,arch fuck nobody town _
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get lion england tone reply lion mon lion poly go wringtonescouk original n well tone gap network operator rate apply
ham,Thanks. Fills me with complete calm and reassurance! ,thank fill I complete calm assurance
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikuminsha allah must alba mufti mahfuzmeane
ham,Are you driving or training?,drive training
ham,Lol for real. She told my dad I have cancer,real tell dad I cancer
spam,PRIVATE! Your 2003 Account Statement for 078,private account statement
ham,"Oops I did have it,  &lt;#&gt; ?",op I leave
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,not enufcredeit tocalshal leave un get bus house
ham,"Hi Chikku, send some nice msgs",hi chief send nice leg
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue always treat I like sub like never release I I remind necessary
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den plus u work rite den go orchard no place go liar
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful door great month cherish gun wish well day mojibiola
ham,Cuz ibored. And don wanna study,cut bore wan na study
ham,Wot about on wed nite I am 3 then but only til 9!,not note I til
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rise rear blodblod heartheart u u I send tis friend include I u like I u get back u r poor relation u need support u r find many u pray god marry u try
ham,Any way where are you and what doing.,way
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,suck I go u hair free right
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,still not work time I also try add zero saving check leave
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hm dung let may bag go dat not small anything except perfume smith dat I keep
ham,Sday only joined.so training we started today:),day join training start today
ham,Sorry * was at the grocers.,sorry grower
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pus near france n near warn cinema
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",win costa del sol holiday await collection call claim pobox stockport cost margin
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,I want go I call book
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut org yesterday I dream I kiss boy I pass not kiss boy I even tell mark dream change paper cause I not get owe face
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah I imagine would really gentle unlike doc treat patient like turkey
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free st week no nikita tone mobile every week txt nikita get take tell mate wgetzedcouk pobox normptone
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,start stop pray good idea anything I see help gun ill forward link
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darling helene one na b prince note please come love kate
ham,I'm in office now da:)where are you?,I office
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,air u poor thing I give u support k via I think u
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally not bad time great finger train play along give fifteen min warn
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selection summer bulb seed worth sportsman saturday stop go notxtcouk
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),come whenever u like come also tell come get free time
ham,Pls call me da. What happen.,pus call I da happen
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year u familymay new year bring happiness stability tranquility vagrant colourful life
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,no problem renewal ill right away I know detail
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ink I sit stop shop parking lot right call eye I feel like I failure everything nobody want I I feel like I fail
ham,Haven't left yet so probably gonna be here til dinner,not leave yet probably na til dinner
ham,"Like  &lt;#&gt; , same question",like leave question
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new year eve ok I go party boyfriend si hey
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir I need velusamy sir date birth company bank facility detail
ham,K k:) sms chat with me.,k k sum chat I
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,I come karay car please wait till pm directly get doctor
ham,No but the bluray player can,no betray player
ham,Ok... Then r we meeting later?,ok r meeting later
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,no I need cash nitric hurry come I crash
ham,Just send a text. We'll skype later.,send text type later
ham,Ok leave no need to ask,ok leave no need ask
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congress mobile g videophone r call videochat wid mate play cava game load polypi music online rent p
ham,Ü still got lessons?  Ü in sch?,u still get lesson u
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,dun believe let I I tell true already I mud c believe
ham,Oh did you charge camera,oh charge camera
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!",give get salt rub open wound like
ham,Now i'm going for lunch.,I go lunch
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,I school n I da lab stuff give I call u r
ham,Oh k. . I will come tomorrow,oh k I come tomorrow
ham,"Aight, text me tonight and we'll see what's up",right text I tonight see
ham,U 2.,u
ham,Water logging in desert. Geoenvironmental implications.,water log desert geoenvironmental implication
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,rail I favour pus convey birthday wish ilya pus today birthday
ham,Company is very good.environment is terrific and food is really nice:),company godenvironment terrific food really nice
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",strange watch nd one I bed sweet dream miss u
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,sum auction brand new nikita auction today auction free join take part txt nikita
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope u r ok say would text not u see let I gently please
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe I fucking love know fuck good hear voice I need I grave I not get enough I adore ahead kiss
ham,K sure am in my relatives home. Sms me de. Pls:-),k sure relative home sum I de pus
ham,I sent them. Do you like?,I send like
ham,"Fuuuuck I need to stop sleepin, sup",fuck I need stop sleep sup
ham,I'm in town now so i'll jus take mrt down later.,I town I take meet later
ham,I just cooked a rather nice salmon a la you,I cook rather nice salmon la
ham,I uploaded mine to Facebook,I unload mine facebok
ham,WHAT TIME U WRKIN?,time u skin
ham,Okie,one
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,entry weekly come chance win upon txt god get entry st txt rate tis apply detail
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,record indicate u maybe entitle pound compensation accident claim free reply claim mug stop txt stop
ham,"Sorry, I'll call later",sorry I call later
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den mud change plan liar go back jim
ham,"It's wylie, you in tampa or sarasota?",camp saratoga
ham,Ok... Take ur time n enjoy ur dinner...,ok take time n enjoy dinner
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,daren say dat u meeting da den dun meet dinner cos later u leave feel awkward den u meet lunch
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",shake mob halloween collection log pick message plus free eerie tone txt card shake red p per logic
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,I like cheap happy splash wine make feel well
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,fine I difficulty phone work mine pus send another friend request
ham,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurt must overdo mon
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,call germany pence per minute call fix line via access number no repayment direct access wtelediscountcouk
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",win costa del sol holiday await collection call claim pobox stockport cost margin
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,not student discount u get book
ham,Me fine..absolutly fine,I fineabsolutly fine
ham,How come she can get it? Should b quite diff to guess rite...,come get b quite guess rite
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,mobile update free orange late colour camera mobile unlimited weekend call call mobile fremont stoptxt
ham,I will reach ur home in  &lt;#&gt;  minutes,I reach home leave minute
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",babe I answer not see I maybe would well report I get photo great
ham,Hi.what you think about match?,think match
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",I know think malaria relax child handle malaria would bad gastroenteritis take enough replace loss hemp reduce give malaria bed vomit self limit illness mean day completely stop
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,day I download eye file I run eye instal
ham,It is only yesterday true true.,yesterday true true
ham,K.k.how is your business now?,business
ham,3 pa but not selected.,pa not select
